round,train_loss,val_loss,val_accuracy,val_macro_f1,val_weighted_f1,num_train_examples,num_val_examples,fit_duration_sec,local_eval_duration_sec,eval_duration_sec
73,0.0,1.6370153793086613,0.6188764003063497,0.24549707080559777,0.6135253829392551,31.0,16.0,0.0008549999984097667,0.028338599993730895,0.029383662499640195
