round,train_loss,val_loss,val_accuracy,val_macro_f1,val_weighted_f1,num_train_examples,num_val_examples,fit_duration_sec,local_eval_duration_sec,eval_duration_sec
5,0.0,1.7941065469578052,0.14608401961423223,0.04309370985176369,0.06266508838780592,37.0,24.0,0.0014443756765497194,0.012550440539819869,0.020260875001743745
