round,train_loss,val_loss,val_accuracy,val_macro_f1,val_weighted_f1,num_train_examples,num_val_examples,fit_duration_sec,local_eval_duration_sec,eval_duration_sec
25,0.0,1.7319654698321008,0.27064350852632246,0.12923496869088566,0.21084806767033246,4.0,28.0,0.001062600000295788,0.016702100001566578,0.015995585714335903
