round,n_clients_total,n_clients_train_selected,n_clients_eval_selected,train_loss,num_train_examples,fit_duration_sec,local_eval_duration_sec,val_loss,val_accuracy,val_macro_f1,val_weighted_f1,num_val_examples,num_eval_clients,eval_duration_sec
1,115,115,115,2.58917433603675,3616.0,0.18682645912564572,0.04334322483412032,2.5523213380756165,0.12762625458933433,0.04184827311324792,0.04633051218282114,115.0,115.0,0.03822453999993108
2,115,115,115,2.544870330383689,4799.0,0.019699139279030546,0.031213363638457562,2.551490338951284,0.12762625458933433,0.04184827311324793,0.046330512182821144,115.0,115.0,0.028056865217450135
3,115,115,115,2.396896189725088,4331.0,0.01611067273151087,0.024021004525046224,2.5509134308166046,0.12762625458933433,0.04184827311324793,0.046330512182821144,115.0,115.0,0.02682991999950584
4,115,115,115,2.1874858371905486,2813.0,0.014913056558341554,0.030770660327381353,2.550470587850776,0.12762625458933435,0.04184827311324794,0.046330512182821144,115.0,115.0,0.01864638956562292
5,115,115,115,2.3367114810148877,1800.0,0.018951313778193757,0.04726664455517797,2.549986128931245,0.12762625458933433,0.04184827311324792,0.04633051218282115,115.0,115.0,0.028927694782348978
6,115,115,115,2.4724478247462236,1423.0,0.019593541391492636,0.046108425298934726,2.549438386379774,0.12762625458933433,0.04184827311324793,0.046330512182821144,115.0,115.0,0.025381285217641245
7,115,115,115,2.516346382693164,1306.0,0.016541879249043257,0.038235472664638816,2.5488400669945537,0.12762625458933433,0.04184827311324792,0.046330512182821144,115.0,115.0,0.017656713044308835
8,115,115,115,2.5752988394697813,1306.0,0.00688223859105517,0.01546243874417857,2.548534327968569,0.12762625458933433,0.04184827311324793,0.04633051218282114,115.0,115.0,0.009405044348070235
9,115,115,115,2.5154594455902077,1271.0,0.0064625423283553056,0.0137901647508618,2.548110906990664,0.12762625458933433,0.04184827311324793,0.046330512182821144,115.0,115.0,0.009671504347795195
10,115,115,115,2.533105611159087,1114.0,0.006238851974535341,0.014013564094533864,2.548116538457783,0.12762625458933433,0.04184827311324794,0.046330512182821144,115.0,115.0,0.009624594782603114
11,115,115,115,2.5082726958660766,1028.0,0.0064655407590222865,0.015425123055261962,2.548322030295253,0.12762625458933433,0.04184827311324792,0.046330512182821144,115.0,115.0,0.009443655652411627
12,115,115,115,2.578095906366736,944.0,0.007105284429267698,0.015292588347435057,2.5482876857166716,0.12762625458933433,0.04184827311324793,0.04633051218282114,115.0,115.0,0.010523082608288742
13,115,115,115,2.3707677477357016,865.0,0.006477931676354432,0.015613436878490938,2.5480628483273273,0.12762625458933433,0.04184827311324792,0.04633051218282114,115.0,115.0,0.009539365217041568
14,115,115,115,2.5533630146002917,805.0,0.007048823974696885,0.01534081751683883,2.547427821113457,0.12762625458933433,0.04184827311324794,0.04633051218282114,115.0,115.0,0.010461087826115545
15,115,115,115,2.528394482748517,821.0,0.00683333203401954,0.01785264360551215,2.5467918020691953,0.12762625458933433,0.04184827311324792,0.046330512182821144,115.0,115.0,0.00992243826103336
