epoch,train_loss,val_loss,val_accuracy,val_macro_f1,val_weighted_f1,num_val_examples
1,1.446134392480772,1.5981480946206743,0.22929936305732485,0.38786171698204047,0.13834558057958132,157
2,0.9991461405039286,1.3019726845868833,0.27388535031847133,0.4511202901562185,0.20645336768550535,157
3,0.7319225549396271,0.978574749011143,0.6815286624203821,0.6008674313759059,0.7086184454207773,157
4,0.5493462471777997,0.5917088222351803,0.89171974522293,0.7407870325163558,0.879839436460288,157
5,0.4462507559595645,0.38147746643443015,0.910828025477707,0.7586479146441761,0.8957056856944977,157
6,0.3741933754318353,0.2466377038864573,0.9171974522292994,0.7441761084739499,0.8998569981559611,157
7,0.3494218917378589,0.29824782139176775,0.8980891719745223,0.7246536151700005,0.8835803304680401,157
8,0.3178707839264891,0.26657905851959424,0.89171974522293,0.7179423677677607,0.8780513483727432,157
9,0.30164062759116206,0.17754786656161023,0.9363057324840764,0.7826049774748609,0.9194932544622535,157
10,0.27742791095728514,0.1663888497337414,0.9299363057324841,0.781288321780325,0.9130944755136492,157
11,0.25287956562998326,0.23090149149013933,0.9171974522292994,0.7721567500239532,0.9036298470226881,157
12,0.24791277126938688,0.19785325276623866,0.9235668789808917,0.755353252412076,0.9067808722922999,157
13,0.23208213538628902,0.13435576391068232,0.9299363057324841,0.7644210372320972,0.9130072630380829,157
14,0.23395551005961546,0.11822492804876558,0.9363057324840764,0.7826049774748609,0.9194932544622535,157
15,0.2073977912889863,0.12079427016388838,0.9299363057324841,0.7644210372320972,0.9130072630380829,157
16,0.20159647592557223,0.1434326392070503,0.9235668789808917,0.755353252412076,0.9067808722922999,157
17,0.2017710914271003,0.12356527491359953,0.9363057324840764,0.7923280423280424,0.9199693323897146,157
18,0.18687716582619188,0.1258565094440606,0.9299363057324841,0.7735371926548398,0.9132668637164704,157
19,0.18298019179432246,0.17682861028962835,0.9363057324840764,0.7913943355119827,0.9196362904680627,157
20,0.18032587633941236,0.09908764638528703,0.9363057324840764,0.7891774891774892,0.918953869909284,157
21,0.1764476697215696,0.11745574638532226,0.9363057324840764,0.7902860226659472,0.9192956163357063,157
22,0.16721545450111344,0.10997387406173026,0.9426751592356688,0.8004621203320038,0.9258626812138457,157
23,0.16348396178987643,0.09095049341013477,0.9490445859872612,0.8095238095238095,0.9320594479830149,157
24,0.16317509151500362,0.1419607646715869,0.9299363057324841,0.7641809411936819,0.912921623686801,157
25,0.16691064597080962,0.09613001541157437,0.9363057324840764,0.7732426303854876,0.9191183904559702,157
26,0.15679862621198493,0.10258580649354655,0.9363057324840764,0.7732426303854876,0.9191183904559702,157
27,0.15278116499582173,0.09132700176185864,0.9490445859872612,0.8095238095238095,0.9320594479830149,157
28,0.15416873619667268,0.12839659023436772,0.9299363057324841,0.7641809411936819,0.912921623686801,157
29,0.1540392154826536,0.12181259525619495,0.9363057324840764,0.7732426303854876,0.9191183904559702,157
30,0.15313710955635496,0.13989115947750724,0.9363057324840764,0.7732426303854876,0.9191183904559702,157
31,0.15092076328191328,0.10065828244777242,0.9426751592356688,0.8004621203320038,0.9258626812138459,157
32,0.14830487124871636,0.11175458783366878,0.9299363057324841,0.7641809411936819,0.912921623686801,157
33,0.15158428674932525,0.15056268396271263,0.9299363057324841,0.754000385579333,0.9122549146015456,157
34,0.16172835626683607,0.08764213603583111,0.9426751592356688,0.8004621203320038,0.9258626812138457,157
35,0.1477160879718888,0.11068900242732589,0.9299363057324841,0.7641809411936819,0.912921623686801,157
36,0.13994859836189752,0.09914206908007336,0.9299363057324841,0.7641809411936819,0.912921623686801,157
37,0.14365885294102024,0.09667671315229623,0.9426751592356688,0.8004621203320038,0.9258626812138459,157
38,0.15661560680427405,0.13721847667056283,0.9363057324840764,0.7732426303854876,0.9191183904559702,157
39,0.14362154365207935,0.11138564604482833,0.9299363057324841,0.7641809411936819,0.912921623686801,157
40,0.14038152758039152,0.09236515564903332,0.9426751592356688,0.7915966386554621,0.9256650430872987,157
41,0.13496139611174682,0.154636797062151,0.9363057324840764,0.7732426303854876,0.9191183904559702,157
42,0.1438014442354422,0.177148739623416,0.9235668789808917,0.7560468631897204,0.9070282748626698,157
43,0.14070930699997503,0.144981080939056,0.9235668789808917,0.7751075508084855,0.9077590597323916,157
