round,n_clients_total,n_clients_train_selected,n_clients_eval_selected,train_loss,num_train_examples,fit_duration_sec,local_eval_duration_sec,val_loss,val_accuracy,val_macro_f1,val_weighted_f1,num_val_examples,num_eval_clients,eval_duration_sec
1,8,8,8,2.022125869989395,256.0,1.3151796000001923,0.019336537501658313,1.9428474754095078,0.06279054728543218,0.01737478617177865,0.009909972320794772,8.0,8.0,0.0061432749971572775
2,8,8,8,2.017288327217102,256.0,0.10522421250243497,0.005258937499093008,1.938935711979866,0.0627905472854322,0.01737478617177865,0.009909972320794774,8.0,8.0,0.006039837498974521
3,8,8,8,1.9804185330867767,256.0,0.004918912498396821,0.0049429624996264465,1.9349819421768188,0.0627905472854322,0.01737478617177865,0.009909972320794774,8.0,8.0,0.004875399999946239
4,8,8,8,2.1260822117328644,256.0,0.005707112499294453,0.005682862498360919,1.9312839210033417,0.06279054728543218,0.01737478617177865,0.009909972320794772,8.0,8.0,0.0053096624978934415
5,8,8,8,2.236080527305603,256.0,0.004886274997261353,0.004477112501263036,1.9290056228637695,0.0627905472854322,0.01737478617177865,0.009909972320794772,8.0,8.0,0.004543237500911346
6,8,8,8,2.1027814000844955,256.0,0.004872962499575806,0.004317787501349812,1.9267032593488693,0.0627905472854322,0.017374786171778654,0.009909972320794774,8.0,8.0,0.0051196875028836075
7,8,8,8,2.0699518769979477,256.0,0.005545412501305691,0.005150299999513663,1.9242675602436066,0.0627905472854322,0.01737478617177865,0.009909972320794772,8.0,8.0,0.004025512496809824
8,8,8,8,2.3183443546295166,256.0,0.005363037496863399,0.004931224999381811,1.9232207536697388,0.0627905472854322,0.01737478617177865,0.009909972320794774,8.0,8.0,0.005582049998338334
9,8,8,8,2.2128635346889496,256.0,0.004683712500991533,0.0045977500012668315,1.9223433881998062,0.0627905472854322,0.01737478617177865,0.009909972320794772,8.0,8.0,0.005547687500438769
10,8,8,8,1.9537047892808914,256.0,0.005456162500195205,0.0051345250012673205,1.9208904504776,0.06279054728543221,0.01737478617177865,0.009909972320794774,8.0,8.0,0.0050101374963560374
11,8,8,8,1.622306021433028,252.0,0.003976809523587618,0.00444173968248328,1.91975499689579,0.0627905472854322,0.01737478617177865,0.009909972320794772,8.0,8.0,0.00484942499861063
12,8,8,8,1.526233346612604,222.0,0.004518027022886845,0.00463514054141129,1.9194190800189972,0.06279054728543218,0.01737478617177865,0.009909972320794774,8.0,8.0,0.004983737500879215
13,8,8,8,0.9359276011838751,118.0,0.0026702584693370133,0.005158058477672196,1.9191015809774399,0.0627905472854322,0.01737478617177865,0.009909972320794772,8.0,8.0,0.005186337501072558
14,8,8,8,0.0,10.0,0.0005827999993925914,0.0044286000047577545,1.9191015809774399,0.06279054728543221,0.017374786171778654,0.009909972320794774,8.0,8.0,0.005209237500821473
