round,train_loss,val_loss,val_accuracy,val_macro_f1,val_weighted_f1,num_train_examples,num_val_examples,fit_duration_sec,local_eval_duration_sec,eval_duration_sec
52,1.5425907312813452,2.3860135671856897,0.24576713445914986,0.07919011085147937,0.1487144430931083,59.0,115.0,0.008399223728486243,0.02743327118477575,0.01461814956545941
