round,train_loss,val_loss,val_accuracy,val_macro_f1,val_weighted_f1,num_train_examples,num_val_examples,fit_duration_sec,local_eval_duration_sec,eval_duration_sec
73,0.0,2.038943341125946,0.15399798772642254,0.09188023372837006,0.15910554501983828,15.0,16.0,0.0006424000021070242,0.02539229999820236,0.0392131937492195
