round,train_loss,val_loss,val_accuracy,val_macro_f1,val_weighted_f1,num_train_examples,num_val_examples,fit_duration_sec,local_eval_duration_sec,eval_duration_sec
73,0.0,1.8994107360773962,0.5697182859996088,0.17329093658330857,0.49980203920011435,15.0,16.0,0.0006725999992340803,0.04955250000057276,0.1042483500000344
