round,n_clients_total,n_clients_train_selected,n_clients_eval_selected,train_loss,num_train_examples,fit_duration_sec,local_eval_duration_sec,val_loss,val_accuracy,val_macro_f1,val_weighted_f1,num_val_examples,num_eval_clients,eval_duration_sec
1,66,66,66,2.367623423773145,2016.0,0.21785280600051055,0.02238634935747541,2.4044189792802597,0.08862331378201116,0.028844822167061517,0.037495730813693444,65.0,65.0,0.006447069233623691
2,66,66,66,2.3320904587845668,1955.0,0.009670935088486942,0.007061895191960652,2.4030816183288763,0.09845324044763762,0.03249432255202156,0.042274817631909684,65.0,65.0,0.007741447690820608
3,66,66,66,1.6277211176205988,1460.0,0.007767374176023311,0.007868720820589845,2.4026341372650974,0.09604065303505022,0.031816605914925904,0.04156507430078924,65.0,65.0,0.0069571692317437666
4,66,66,66,1.9669031423001397,743.0,0.008234419919093532,0.007724942528930383,2.4023011525046933,0.09883785583225302,0.032659814993429105,0.04264340983832781,65.0,65.0,0.006695567689334544
5,66,66,66,1.820739655626621,506.0,0.008322497820534574,0.00931006719152583,2.402212255371929,0.09706629406069124,0.03246707224190551,0.04220547197658733,65.0,65.0,0.00711931846364258
6,66,66,66,1.7614343661469773,313.0,0.008191031626721,0.010660214055241785,2.402257578224995,0.09474767700523207,0.03219060864604392,0.042117667261076235,65.0,65.0,0.007142978461566739
7,66,66,66,2.3053845560609414,203.0,0.010910003933925962,0.010055709849891662,2.402282426744151,0.09099143324898833,0.030384107454927343,0.03943300149948739,65.0,65.0,0.006919529231247277
8,66,66,66,1.8858138315776396,169.0,0.008746234916382023,0.008954550894239046,2.4024423651613493,0.0890121260065232,0.02771491822122198,0.03763208765967867,65.0,65.0,0.007042727688811003
9,66,66,66,0.8451441501049285,94.0,0.0036847138343294684,0.008507753189831496,2.4025582773641587,0.0824521947097498,0.02455316857119829,0.030195245982285696,65.0,65.0,0.007508430768323776
10,66,66,66,0.0,3.0,0.0008328999974764884,0.008488799998303875,2.4025582773641587,0.08245219470974981,0.024553168571198294,0.0301952459822857,65.0,65.0,0.0071854030798511725
