round,train_loss,val_loss,val_accuracy,val_macro_f1,val_weighted_f1,num_train_examples,num_val_examples,fit_duration_sec,local_eval_duration_sec,eval_duration_sec
34,0.0,2.0701505198938785,0.12405275557551783,0.04982186552674899,0.08416894232253824,30.0,6.0,0.001192300027469173,0.013279099977808073,0.10767033333831932
