round,train_loss,val_loss,val_accuracy,val_macro_f1,val_weighted_f1,num_train_examples,num_val_examples,fit_duration_sec,local_eval_duration_sec,eval_duration_sec
5,0.0,1.810231293518177,0.2559188301495527,0.06776059637270207,0.10527408206289302,133.0,24.0,0.0008639932281418206,0.03059519774366268,0.046694349997172445
