round,train_loss,val_loss,val_accuracy,val_macro_f1,val_weighted_f1,num_train_examples,num_val_examples,fit_duration_sec,local_eval_duration_sec,eval_duration_sec
10,0.0,2.3803863569645034,0.008852408214037428,0.0038154609033111612,0.005188571899457214,3.0,65.0,0.0006509000086225569,0.10643890002393164,0.008306218459844016
