round,train_loss,val_loss,val_accuracy,val_macro_f1,val_weighted_f1,num_train_examples,num_val_examples,fit_duration_sec,local_eval_duration_sec,eval_duration_sec
38,0.0,1.5877749580142124,0.3432690950948041,0.24209495722516544,0.27512382793167833,7.0,60.0,0.0004896999889751896,0.01885789999505505,0.009070198334666203
