round,train_loss,val_loss,val_accuracy,val_macro_f1,val_weighted_f1,num_train_examples,num_val_examples,fit_duration_sec,local_eval_duration_sec,eval_duration_sec
38,0.0,1.4224871833897212,0.4354809922098112,0.3026978528511799,0.3762664245994246,23.0,60.0,0.0005693999992217869,0.01956369999970775,0.01004618666653793
