round,train_loss,val_loss,val_accuracy,val_macro_f1,val_weighted_f1,num_train_examples,num_val_examples,fit_duration_sec,local_eval_duration_sec,eval_duration_sec
34,0.0,2.070685515622356,0.25102150061379286,0.07270610074374345,0.11174366140291825,30.0,6.0,0.000593400007346645,0.007674300024518743,0.021081116666512873
