round,train_loss,val_loss,val_accuracy,val_macro_f1,val_weighted_f1,num_train_examples,num_val_examples,fit_duration_sec,local_eval_duration_sec,eval_duration_sec
10,0.0,2.3929482043450587,0.14386472327934027,0.06022951093491507,0.07350910310887446,3.0,65.0,0.0007095000182744116,0.007118400011677295,0.007085923075926705
