round,n_clients_total,n_clients_train_selected,n_clients_eval_selected,train_loss,num_train_examples,fit_duration_sec,local_eval_duration_sec,val_loss,val_accuracy,val_macro_f1,val_weighted_f1,num_val_examples,num_eval_clients,eval_duration_sec
1,114,114,114,2.1639768170044484,3616.0,0.07286576283127234,0.01122806106286589,2.1617428123273603,0.09746461801257203,0.04368291091551387,0.03488962359554992,113.0,113.0,0.010178548672655803
2,114,114,114,2.1558902926691075,3585.0,0.004284496011203213,0.009954895787597003,2.160537650057854,0.09746461801257203,0.04368445867458165,0.03489008503677076,113.0,113.0,0.008614732744404016
3,114,114,114,2.1627568972515943,3501.0,0.004345734104544481,0.009375975893189776,2.1594893865128384,0.09746461801257204,0.04368525023920146,0.0348902485845074,113.0,113.0,0.009566995574870205
4,114,114,114,2.1604489579122395,3469.0,0.004286139088956133,0.00959539942356588,2.158917105998682,0.09746461801257204,0.04368550301629485,0.034890255390044526,113.0,113.0,0.008493306195240805
5,114,114,114,2.1990446598730355,3424.0,0.0042939271029056635,0.010528471028469242,2.159320290313427,0.09746461801257203,0.043686090169985405,0.03489028897425544,113.0,113.0,0.014808215043405524
6,114,114,114,2.1600804830030444,3359.0,0.00705920666725929,0.017263487614419714,2.1601103524359413,0.09746461801257204,0.0436878605533456,0.03489079698336238,113.0,113.0,0.017008565487319487
7,114,114,114,2.1084248283352367,3154.0,0.006684257608943611,0.01609859426064637,2.160894261412567,0.09753065948661775,0.04376820661424655,0.03502207061651241,113.0,113.0,0.014967830088921922
8,114,114,114,2.154266413018655,3019.0,0.006204266709979049,0.015295384430321548,2.1616976980406606,0.09753065948661775,0.04376951100291265,0.03502233585738863,113.0,113.0,0.014707840708536674
9,114,114,114,2.1386585817588353,2884.0,0.0070067987862848305,0.01750405953490484,2.1620735931565545,0.09759670096066343,0.04385034268173422,0.035148055166026024,113.0,113.0,0.014858783185260528
10,114,114,114,2.106597174708419,2744.0,0.006622680247556055,0.016524749198148187,2.161901939216957,0.09755904326907994,0.04384507194658355,0.0351406374568653,113.0,113.0,0.014777605310319387
11,114,114,114,2.088104397949019,2443.0,0.007045790094710605,0.01847278407640104,2.1614659717625924,0.09775716769121703,0.044063940239627286,0.03549372544944913,113.0,113.0,0.013730285840677675
12,114,114,114,1.980563054544846,2218.0,0.006042026599664276,0.017987950179495785,2.160726887872012,0.09775716769121703,0.0440704732896577,0.03549613626694963,113.0,113.0,0.014202313274361474
13,114,114,114,2.0361583558290532,1839.0,0.007701537194906148,0.024436051170200188,2.1595844836471527,0.09782320916526276,0.04415677095564029,0.03561865472052123,113.0,113.0,0.020469153981549724
14,114,114,114,2.0136150149658048,1577.0,0.010186929675164224,0.03349983341746706,2.1579494105532966,0.09815493287236618,0.04445180156947158,0.03615782910504971,113.0,113.0,0.02204499734435292
15,114,114,114,2.059453941526867,1344.0,0.0087125732900079,0.032732320387053516,2.1562927434215315,0.09844042300354204,0.04475052825930078,0.03651285034556757,113.0,113.0,0.020464068141650506
16,114,114,114,2.0847447588552837,1224.0,0.007155047139438502,0.02840493153477534,2.1541920955309544,0.09845522159471616,0.04476967371275051,0.03658866079247143,113.0,113.0,0.016242215929236633
17,114,114,114,1.9323268897564847,1062.0,0.0058443225047249865,0.023134388323313018,2.152431467813941,0.0986517571303255,0.044924034670654714,0.03699322407235778,113.0,113.0,0.014034025664302207
