round,train_loss,val_loss,val_accuracy,val_macro_f1,val_weighted_f1,num_train_examples,num_val_examples,fit_duration_sec,local_eval_duration_sec,eval_duration_sec
10,0.0,2.36798384856544,0.031151657187420967,0.010369851590329354,0.004642183656284622,19.0,65.0,0.0006503000040538609,0.007355499983532354,0.0065852184627706615
